route_index,t_rail,t_truck,c_rail,c_truck,P_actual
47,2.217680098158149,1.3565107375893135,1.6514718190138264,1.125810679849176,0.023092744271237687
48,1.4573001931329137,1.0950994711979138,1.3547374902132918,1.0753929209086803,0.13021618038716712
49,1.755270140222928,1.18933079664702,1.4904332857627323,2.432868920932543,0.38644648309130974
50,1.438111210381992,1.6318202236991988,1.2808262501077385,1.5088049529218575,0.6741411977133777
51,2.16904615135708,1.6651673749340077,1.009059291929439,1.7492170379514684,0.30010031198105597
52,1.5030397860580813,1.3425842071412013,0.8374256669491259,2.244562006724885,0.7931070248343017
53,1.8900617291042452,1.5167806000172472,1.0274907454933466,1.9407985956943778,0.5198470892241924
54,1.1423163602902102,1.4818185731430182,1.3161086244291609,1.8439130638904475,0.8119691583286707
55,2.618605992161063,1.132284617592753,1.1907683236062074,2.067880707038282,0.028782122406803546
56,2.628335092858176,1.0703748810908762,1.1459449084026627,1.6067979319688095,0.0161093839122237
57,1.689820704361044,0.9716383092514769,1.1594573950769036,1.4727542822017428,0.15144385299716015
58,1.9534996733830574,2.398593685856898,1.4861560796521214,1.8212405603168689,0.8473681960474999
59,1.780231992518432,1.6958240388025927,1.1585515532285497,2.227918605452428,0.7446420541341737
60,2.8905847947378924,1.6144331077887997,1.5902223154873576,1.1863667959812791,0.010957690569033894
61,1.6444358568980337,1.5755599075045508,1.3441078813789102,1.2378859390219434,0.2318663015925664
62,1.3582412143393174,1.242104724341451,1.0741104752599047,1.1938253749240053,0.20370316060904778
63,1.3828448478273965,1.259734705477208,1.286938271943595,1.152829969597241,0.3978051923785136
64,2.423806265142477,1.45679375469424,1.0804584933859036,1.2723133403584435,0.046784673903989285
65,3.0580159214088627,2.4271132071396333,1.138328424903966,1.8807935717312987,0.24920907725997646
66,1.987402496893111,1.4961351826884945,1.1794591978684006,1.1730448605238366,0.13503784952060574
67,2.0698476963295147,1.7934240655952671,0.9553413459111418,2.398221153707373,0.5770523304623058
68,2.6666299063404195,2.009691892896217,1.3034272865118828,1.7548127996933316,0.10332894170140695
69,2.1832396689195863,1.161978608049133,0.9605341562005949,1.722197356334282,0.06115917057386226
70,2.181826032179483,1.6959743277149257,1.247685117006399,2.404223089768518,0.6454368986355198
71,1.8891431073529166,1.2251731970778523,1.3514701015438313,1.9186287239194368,0.1515985071321464
72,1.433528771270877,1.4478023727717813,0.7798749900211625,2.635952963217151,0.9186996102448375
73,1.4982550651670428,1.396880223637382,1.671107648786987,1.571702423356981,0.2461661118272434
74,1.7930962574035403,1.3681273518923804,1.645859856319746,2.1958272630403592,0.18893452427120117
75,1.1450053156399294,1.4431639809665935,1.2143980473951568,1.2421519074601581,0.7366736843193145
76,1.693542857091243,1.263891642505406,1.2839936274492527,1.2945616513054798,0.16943182671131893
77,1.7886614462549504,2.4565998354691847,1.3042042339116886,2.0588903673894237,0.9016370124008997
78,2.0701981141415438,1.0076838954014071,1.05023502566346,2.4678291136028934,0.24413639351139013
79,1.796846733571972,1.5309086432959962,1.3977008618123459,1.6594556102783837,0.37901184594996584
80,1.9270579567299349,1.968766942914164,1.7207430643611297,1.3863903465283194,0.2343548383852604
81,1.8010945836181493,1.2242951618689126,1.344995053240949,1.7063233276489076,0.1040749074638241
82,2.479153826941798,1.567117367830403,1.1654775136321163,1.8712909362507129,0.09053867975322906
83,2.009144348319491,1.34250528110525,1.3394624153154795,2.1544386475902533,0.12619981503357378
84,1.9901547462196643,1.7771001980114425,0.9189744726067258,2.3758842614529825,0.7409504712224225
85,1.7101805721301702,1.8774345528939125,1.051530764760076,1.9102599797258792,0.78265075841655
86,2.7287274448982695,1.3748319892612406,1.1021936435057706,1.9958679682982008,0.031618623114262244
87,1.1067278985980047,1.2888057436094031,0.8832999860935568,2.564368874778716,0.9466502484618654
88,2.141829202536541,1.8831317030740398,1.1130760490061378,1.8754473867525834,0.5616280322536085
89,1.683327485518399,1.356689242901286,1.2461663418782212,1.33138019983559,0.28514021657983846
90,1.7883358869593255,1.432180388650985,1.1025582047354752,1.20783678345811,0.20098113037020676
91,1.9117246704963469,1.7756362685735603,1.2271506088311002,2.386032491593041,0.7564366444126431
92,2.317928986213446,1.1741812930848197,1.5873490971129216,1.336809987740855,0.010620959220717138
93,2.2861341303118072,2.0417185721004527,1.3221765624251423,1.575955132848046,0.34205114744331977
94,1.6731742237872402,1.6576098177906735,1.152369520075665,1.7685505200061395,0.6710178657391004
95,2.657924677027108,1.123252862704137,0.8963409498983758,1.2070869880086867,0.00917900576507253
96,1.5754296574751812,1.5714395763716171,1.0070569930222821,1.3404586418974982,0.6641203069431686
97,2.061471718112334,1.0958927587213612,1.1427800734544207,2.150725043448251,0.09586624584452334
98,2.09962196698162,1.3080149094947184,1.2727978656616792,1.1718712227404828,0.05242452874311856
99,1.829664405693911,1.1476738257544898,1.1633416271159152,0.9106146983379523,0.08905966878348749
100,2.656066877148938,1.2748968117150596,1.474681947642551,3.8435710380445727,0.2645451638629413
101,2.254805187716212,1.4345728732673497,1.0687564823415079,2.560861850297444,0.25113985796153
102,2.2104665902334344,1.734550600935676,1.1323105140587002,1.2991894360421445,0.14070592596141596
103,1.5364200800031795,1.6781046686429402,1.2906711819528616,1.625172579616525,0.6247015322239757
104,1.3311013834210454,1.6627801385120056,0.956081437592456,1.0449643760821803,0.6862254893154034
105,2.3695130318288395,2.049726527138333,1.472648852094591,1.5330653870100237,0.19380087247894226
106,1.4920197021330828,1.2918173874237662,0.8949503563124808,1.8006894291824893,0.6034947587808903
107,1.6681031034476677,1.367924648719346,1.9889651549519232,1.4872873815287408,0.12252120217259048
108,2.0454928263635175,1.5144685892546643,1.5801583282528013,0.8534028381685217,0.03906014864075168
109,1.6155781072089128,1.6840293493509182,1.166471336042325,0.8690608585699408,0.3859760432610003
110,2.1154230781903802,1.1375141909183504,0.7153787954762478,1.9225035546204015,0.20925051610442758
111,1.785170771419156,1.3294181512986014,1.3494964601776531,1.5898431869636915,0.15990792620543168
112,1.8264674673936252,1.7379819064613469,1.3433983692916918,1.6474226002730898,0.43701857674881833
113,1.8297854830007576,1.7890956829822022,1.149865027398676,1.324232156795546,0.4663611115415733
114,1.663918678144518,1.6759691489455322,1.094879254709011,1.7019992442007053,0.6898172661210278
115,1.5519218487905593,1.3688918196099062,1.1055803899671797,2.2183710602709943,0.7325363000961765
116,2.0512316560762995,2.022362305074256,1.6586449184774401,2.063668786105084,0.618484317867622
117,1.6429921083365726,1.7256349785955718,1.1466466708649024,1.7118056759828304,0.5335126631583889
118,2.3280311129744367,1.1439517596880249,1.1096708374091597,1.8406726547387264,0.037800970033103225
119,2.8542189239055133,1.3565297701994161,1.2463453488876108,1.7242190915925597,0.008571510224843823
120,1.835533916538199,1.2793918087682261,1.0151919826717133,1.383740569533976,0.11490007696643113
121,1.5211097499347903,1.3478792016311505,1.1850399175055906,1.3274568897912484,0.3196159075416668
122,2.4909945753152605,1.2356143605525394,1.0022792768900135,2.1964549830980706,0.06347787258861176
123,1.4861614152188904,1.8261995647679976,1.1977032772304126,1.5236962471328945,0.7332833527843313
124,1.601821940122799,1.4515017310752434,1.4837685904541662,2.183133563123076,0.5510392741089748
125,2.654817622707464,2.004391521875166,1.6327889304682097,1.0391992303988797,0.029548111166871314
126,1.5081759417963994,1.0175303094250348,1.1096835139950643,1.3834955380004457,0.18638678678272086
127,2.0762103997917696,1.5658472308211115,1.4234671958940197,1.5236767388741221,0.16014653136903878
128,1.5493190514724875,1.4039712485452747,1.0121731181128342,1.4000241752692915,0.38531514180918935
129,2.204917624487918,1.395225308489076,1.3394042726853452,1.3275296976583122,0.0523216840448298
130,2.217133064357746,1.5277057607783235,1.4826133856381476,1.5206799238152262,0.05974102473955728
131,2.2549456460509503,1.846269540491642,1.2797969728223846,1.6945872682947207,0.2547043111017572
132,2.40086613935427,1.77818141963897,1.029205846104856,1.1727210003831334,0.09160279967794657
133,2.0118187245885752,1.5219853730424204,0.9750948523846817,2.5188090767521247,0.5127585463443955
134,1.140145274117944,1.7597711111125673,1.2000677283389638,2.312102960325084,0.9720072111730912
135,1.8479825070042886,1.6964386762627095,1.4827152991743808,2.0403666052336753,0.34365526713401323
136,2.1257931144819957,1.4485381401346524,0.9624559598069786,1.2404050261113084,0.05618017785598225
137,1.8700970454611714,1.6631681701965577,1.3576308746487018,1.6133818906752113,0.4063931175877515
138,1.8598049997707164,1.882885710015234,1.3539418471761056,1.394472764084774,0.5724743337092328
139,1.9859847683291476,1.705272905079331,0.8463412074496602,2.618065985907115,0.752538680053389
140,2.064338161030284,1.6770605760019108,1.2641133011526404,2.0521529306746635,0.4775407083535336
141,1.3624270346135319,1.4880428407154451,1.2909250381552295,1.7036930424843741,0.5595013927141882
142,2.2143114667803707,1.7052266195012669,1.4931479306181896,1.5705155350933637,0.14819901972770144
143,1.9692969863683658,1.3851043400840368,1.6860221434848872,1.7948974497883565,0.10723654741470065
144,1.755543793925032,1.873103006134438,1.1758834976375143,1.6930875109963113,0.6650719220676782
145,1.3791306112421298,1.3003353738032537,1.0926267052435212,1.3141938820403876,0.315395007453216
146,1.8740091239159022,1.350669261240383,1.6260642418231237,0.9010911007645539,0.04795049683760077
147,1.813344294773007,1.8919988460757569,1.2652856005136122,1.8407449521775026,0.5950968455020522
148,1.4152061862862257,1.9412916447902766,1.2868754200387706,2.522305889116749,0.975681763485875
149,1.4733181966768294,1.6040436603177353,1.1756092544105172,1.5347806621067042,0.6934890388281099
150,1.6604549872297207,1.1645039858176836,1.5566220334925722,1.1283908148473887,0.06617852579273882
151,1.548095347639512,2.0537594417447274,1.03821666610231,1.304342862672514,0.817305324195837
152,1.531062721084953,1.2400847029285351,1.5442493299377444,1.3699066218901128,0.2774843423989337
153,2.3817783293784673,1.4605087537698527,1.3293967520272485,1.4820948989567884,0.03960697946550556
154,1.9719798994869702,1.5552918141942147,1.3156832852919498,1.5779517408568853,0.21620305272837909
155,2.1655835531150016,0.7121564332407725,1.927291807179193,1.9928773603624241,0.007106272609029689
156,1.7970762026589606,1.9940925582056959,1.053023312109378,2.148613699344186,0.8452814994978715
157,1.0440824330739795,1.4437079103477655,1.0784871423376534,1.5911961762487967,0.7881467518404434
158,2.1546777326552573,1.527487762413799,1.381524424521184,2.55576452489865,0.2995644351096903
159,1.907701750231388,1.2960257641360042,1.3963240188838513,2.095679902943417,0.19695919854015398
160,2.45494420716455,1.4167284284070543,1.38651339243624,1.27055880980271,0.047006988693201454
161,1.3135397847215775,2.2357989561941394,1.0028471525502884,1.407892706182398,0.9462712245126791
162,1.5090739118893997,2.0656368290363583,1.4968044141095265,2.0158337142135876,0.9044935517415074
163,1.5412720558016724,1.4801097222809914,1.1917673972050844,2.1419705853238162,0.7406853853657809
164,2.1771377989304264,1.0778187750509685,1.6432671701498247,1.8818042204566274,0.037814572660028384
165,1.2210625629615877,1.3701167530046174,0.9997919972431312,1.8389738137708442,0.8264065986508317
166,2.264681674025874,1.457702555050925,0.7760452382346053,1.6794443191601454,0.22737449472535598
167,1.800344790006756,1.4219992468861733,1.0549381662174329,1.6231964915987933,0.2836579652763685
168,1.8642618375316449,1.0597441683206759,1.1575564820801647,1.7425999082980235,0.16050375612570006
169,2.8527757354501646,1.06261994259467,1.3622396851153686,2.314455828184651,0.0058796215914242445
170,2.29937834733767,1.7789233404788936,1.206187419473812,1.9162470375992842,0.3615353170028002
171,1.6186210006604502,1.7676235712048491,0.9714411591346296,2.68382963816086,0.9103417129540681
172,2.0259264626997306,2.3035905234679515,1.0275478479651716,1.6043220971904506,0.7140275211542163
173,1.9678371163993127,1.2572095464426818,1.8286731695780452,1.5965580330480957,0.09606837635571934
174,1.734527364699845,1.7689074090562513,1.5578626579899137,1.3314379816681707,0.3372542381599505
175,1.3607961408288465,1.6968474147490389,1.5072980727524112,1.5046720594633634,0.6284410362399917
176,1.5917806739734721,1.2722214018397464,1.3506326130865502,1.2500676463289295,0.1424957494143046
177,1.1427310072032326,1.9688251316109475,1.3014181381321317,1.4136229646222156,0.8578757860763087
178,1.6287109615740463,1.3896828879288552,0.754927810282342,1.492218096821502,0.6143828971884396
179,1.9544208218082146,2.017490650931978,1.1581293442777278,1.8588597548286285,0.46725825910362273
180,2.3547940884926857,1.4870445822097056,1.1221457838000348,0.8004477888838836,0.030244848809517
181,2.5138577568194873,1.2475868448455731,0.9930528904126672,2.679664697205674,0.19179147301308053
182,2.0107604010233024,1.4623005815610255,1.4393017761789033,1.8092695753238055,0.22658092268915908
183,2.2366466803980054,1.404753783627526,0.9765492064297439,2.3380888583085686,0.2546442383712843
184,3.217179613335843,1.6660441818642902,1.4157348438176292,3.3709897836970097,0.09089909501299243
185,1.3506213460915726,1.2059548730050111,1.4561532990273116,1.1683693677503362,0.15046992275421336
186,1.2834948201429384,1.342516460794024,1.1659846514779135,2.4757322030560927,0.8443685263860486
187,1.836816320751537,1.5849120549951632,1.3314449970910043,2.1259500164085687,0.5712484715590889
188,1.6526656368023305,1.4816414459674248,0.8539063690302244,1.3614620876969905,0.4704793429912867
189,2.016976280010268,1.26347020142324,1.8037751559780493,1.1035326770608171,0.013368042421340286
190,1.519349060023528,1.834488114924637,1.0785157660109537,2.287043041345884,0.9007669572262814
191,1.7514944183452457,1.1396785602454045,1.1916282813189087,1.914189054775249,0.14316917243570407
192,2.0637334043229862,1.830195905604064,1.3540079700231293,1.9743638427591832,0.48795128931564424
193,1.982291937176402,1.8851131766331906,1.3981138824146653,1.536975401413356,0.38510713698001137
194,1.9955949474255883,0.9744823525650884,1.0320211020766945,1.4276770789325435,0.052257686441848576
195,2.127275584065073,1.3651940847280968,1.639399480711037,1.4316485194901454,0.05687924141080386
196,1.7952184670396478,1.532993600109918,1.2971680289160175,2.1575149752509684,0.4027328532312597
197,1.7707313273995762,1.0517659861232254,0.960309090832702,2.490287857198029,0.3578573919358828
198,1.828675317005975,1.2427729563237782,1.0297329110256075,1.5791842822772815,0.2706721304321916
199,1.7638390314973562,1.6527284005377045,1.3055183948666718,2.7703356062777145,0.721339734860033
200,2.036589955494782,1.2274954779919802,1.0467728299710901,1.609890338609833,0.11875992091734246
201,2.1532054853968177,1.583734755162689,1.4970223203133606,2.0181500139227926,0.18177614673194747
202,2.0363911671602275,1.7972192403316265,1.1749499339943434,2.1250205114282363,0.44212466223036334
203,1.346295077817173,2.0344081957274556,1.1942522527552064,1.7902784408460137,0.9427450453679207
204,1.48302519359878,1.4644512944119563,0.762828579436525,1.392624188669701,0.5429866514273137
205,1.482398581203139,1.5136255093434572,1.269961909026971,1.8254119487324079,0.6624449946010064
206,2.3696887597949927,1.5588780234351618,1.4151313561698806,1.6100386596289513,0.05661334368371401
207,1.6029356010252165,2.3516517996908055,1.1374572348150245,1.0172049647822101,0.8130459286206869
208,1.9933112793859193,1.4779119045333258,1.3764021616867463,1.6130697772022597,0.12019110738393635
209,1.369529532353539,1.2156147842392144,1.2810062063220067,1.7056311051912227,0.2084929909152264
210,2.267650510080232,1.557286153176792,1.2018743195298005,1.6016410909299204,0.1672578837346304
211,2.0623590882583054,1.6511335537175609,1.1836415803065885,1.628193170862587,0.16097304558815334
212,1.8315542890611485,1.1634807315245637,1.0645922698712964,1.6148108656560622,0.12052061279828796
213,1.4886760513994715,1.7477607393815784,0.849452495532187,2.076035329226298,0.8083156115856106
214,2.8667533945082884,1.9919489787228797,1.129381535831671,1.3886444444052002,0.05563474239952116
215,1.5772436533489822,1.2369662196700084,1.5967449938692282,3.0612354035561777,0.5546033266505128
216,1.6019874755278165,1.4855452256453172,1.36525381862797,1.231748461798582,0.2928134822185959
217,1.9855770379057633,1.2944959418594228,1.089286728252955,1.95420834876133,0.18539303845150953
218,2.233881782356171,1.7216828478460307,1.2551898568687756,1.6832209661111686,0.23111133772523462
219,1.4009937700344646,1.2348360604013429,1.2278380827043607,0.9493580069806944,0.24199867997532415
220,1.3653822313666526,2.348594232509451,1.6173541206027857,1.2798466027205864,0.872430848716901
221,2.2283970100245267,1.5649827094450415,1.3413660077131813,1.5713720322579607,0.07973596482352972
222,1.4126983908695632,1.1069750440245423,1.3164573836548519,1.1728293028523291,0.20524711925161512
223,1.6873858604126897,1.4742869482876337,1.9001203970506297,1.54183435887013,0.12822565980067333
224,1.8797783399922827,1.4804290940398501,1.2622863225417482,1.5303635196952257,0.13786691139328527
225,1.978397888000115,1.808280252657612,0.9370645632199914,2.0709346466755005,0.6737872534958994
226,1.5163086905642855,1.1264762027265194,1.0958810576382596,1.2272397467701417,0.12769755191159526
227,2.207330171519053,1.8936717259584748,1.3360437792325381,1.1939037496115827,0.14826625679470046
228,1.711483084848225,2.0385557927079687,1.2656855139333323,2.9567658743621306,0.9527172334810065
229,1.965386512009893,1.657114818129821,1.0852767001587826,2.130118338998016,0.5046007337104594
230,1.2208992279173088,1.4544381502986456,0.8091345055028042,1.3287126249010062,0.5256298691860618
231,1.2259728522973041,1.439714423095017,2.041300287242837,1.2661029903625172,0.2728187812837772
232,1.4064920753328076,1.9381564937701117,1.1680017043160882,2.4359089601759916,0.9553432041338691
233,1.451447959307348,1.1644953584079967,1.2783060285033223,1.9800376314492512,0.26586740057919744
234,2.189539223585501,1.3000740219095916,1.5197474821630172,1.3859922211539877,0.025195103935534764
235,1.657211416688944,1.1493314147937677,1.0834414149805405,1.6634275762409538,0.21839633816306203
236,1.739956107932624,1.5546496869591797,1.523910690645674,2.494530670333547,0.6104290939069841
237,2.379452228664757,2.3949302388713125,1.4938846621789734,1.1555224337944598,0.24953412841601355
238,2.583425829643471,1.585885379984322,1.0764622210789345,2.5630755177805,0.34577021835244864
239,1.9174170808204773,1.9455901394027124,1.4448240125741507,1.536666391746666,0.3346121754111622
240,1.613039760475953,1.981614105395835,1.328340432760932,2.09002908978861,0.7755311012850986
241,1.4442913204704926,1.9176399182410184,1.0662537936554122,1.618655572444444,0.8568660755758672
242,2.0035175677295083,1.5063966798812864,1.0431558143720518,2.1060320705754974,0.4138343844709653
243,1.6899607241200543,1.573366831411646,1.2434006833172764,0.9645280899865957,0.23967749795947788
244,1.7768657684134816,1.3081690500235972,1.2858486752396365,1.2751187420258219,0.0900591375013404
245,2.1295244678862524,1.0565424010806088,1.4307627715167393,1.473388294496619,0.031000575731289292
246,1.5101372958341697,1.6544265171099262,1.5961104378824023,2.336188223031437,0.724728609759515
247,1.9525361506093932,1.6217184574325394,1.1494110248624905,0.8979956323829456,0.16286604025822263
248,2.1980575218735314,1.3437590579724048,1.6492026904644963,1.3971291212911883,0.021536247205233783
249,1.3720774314078115,1.404163882780442,1.1618695732470286,2.1030896335100184,0.6286176578371497
250,1.5817122028045432,1.377238042720165,1.220334027084758,1.6035854863373562,0.34483412864288904
251,1.6894421589206279,1.6182089364095056,0.8618718885626059,2.223963450677112,0.7736272570400744
252,1.7254341229946908,1.7464708894747298,1.3677683107556808,2.2121528286969245,0.6972411841719031
253,1.3341553625525266,1.4960660217345867,1.371291269253086,3.7208448734140758,0.9749738728067725
254,1.7855557532802762,2.0600827820553094,1.311829516440004,1.7615197894463326,0.7497299798991167
255,1.845166434748615,1.177750617872633,1.1399082525936108,1.858844041191571,0.15435649590653427
256,1.5012771403279421,1.5008094980016975,1.2916718086764447,1.2935609379007083,0.5197966095250308
257,1.5030993114375792,1.4577290967433865,1.0444641115249569,1.9250635615499454,0.49792296636558336
258,1.715625887963359,1.4385759594702738,1.1610289649405632,1.089240610788792,0.18598361888814288
259,1.6203151420023492,1.4618008390705979,1.1285841917332828,1.7181327231208476,0.4009166639931852
260,1.7843053560608906,1.5738653069650304,0.9199034253907199,2.2657412265611314,0.7540741623328412
261,1.761068142356721,1.8377615209660887,1.5018290620305617,1.5785450265403087,0.4891568826833806
262,1.5445861511360712,1.6339103877422292,0.9555992226493162,2.2708637284843247,0.8247477150346499
263,2.1657284590084336,1.2616235095223391,1.251259148592525,1.7152034489767547,0.09071391835666062
264,1.3964845320515438,1.5333472214110266,1.1188676549585581,2.0725378862956445,0.6092838994912537
265,1.5572239500034462,1.8777540170568796,1.360984517214904,1.8779381107968829,0.7389249779614125
266,2.316239105311667,1.682877323299921,1.7031925069058536,2.1579136693101892,0.1484989759193432
267,1.857055083859185,1.722029635013271,1.3053096050270907,1.2720816356474705,0.26111309387808546
268,2.214006158528532,1.2304810360963232,1.521036817036114,1.6878212214656851,0.03007834765483938
269,2.3076755952989307,1.0902460380145929,1.0798039039260214,1.5927506443471122,0.02966754213255012
270,1.5525194509313833,1.5584900657508456,1.3920810407322723,2.7231549630289122,0.7912662463045335
271,1.5473636743227834,0.914882854991492,1.0822108648256303,1.015691085309429,0.082993591080592
272,1.4713158624846163,1.3999968437611119,1.0581540970303465,1.1207648706402553,0.3265840660464945
273,2.2227977980003817,1.3986886346939063,1.0194669925484765,1.3294294567021998,0.07209757067430607
274,1.8644335727297936,1.4458969180405485,1.746474257594959,2.275393077881495,0.34576438486936745
275,1.8325249144891949,1.2420248998770036,1.3658371895933588,1.1588658885974426,0.1541894139680802
276,2.411631531684749,2.5192069220663553,0.9950293643369896,1.5377634700194585,0.5373069587328907
277,1.8437485051045586,1.4527267979123704,1.1480435678620626,1.7964704474389417,0.35945883038731974
278,1.5697143082935485,0.9472944974594832,1.050171288256603,2.231888990280039,0.29779870157198457
279,1.9836730661452957,1.4445161798003012,1.1354059681763211,1.5092566991526732,0.1299607500850033
280,2.063508699372405,1.0810944523287656,1.7688290546579908,1.4857550010178353,0.01889106124407377
281,1.6904464546538156,1.7678838249495117,1.544800801589916,1.5166102946140294,0.5088624641835808
282,3.0192997551117986,1.522348073698213,1.1714121112575662,1.8033281814289424,0.01591217804756362
283,1.881296276762445,1.218567750781156,1.1341656414145114,1.282787043606926,0.1494388788227599
284,1.9097940300372411,1.3245985181035655,1.252081231183103,1.4225032409037597,0.1140611822603166
285,2.255944228856626,1.695010717520255,1.7390777172563499,1.573767719073677,0.10263278992740832
286,1.8513647259107393,1.642637596956129,1.2355664356807532,1.921276187277961,0.4566847908896049
287,1.8352940228843395,1.4319139407321153,0.855345754430987,1.6208212729702833,0.37947725740254323
288,2.0436622777494957,1.7233549779135282,1.1286617286996876,2.6165075247287524,0.6150563275799277
289,1.5349397486946048,1.8348843415922278,1.0759552808858577,2.769918462024511,0.9560328715465226
290,3.208781829996853,1.4391393505576755,1.3229582590240914,1.0193027057109725,0.0025325101438454616
291,1.6520201410289423,1.1871458372933998,1.4310693482566204,2.330564899740767,0.3961022318139294
292,1.7766140479378227,0.969263745262223,1.309983540095536,1.3639133366770204,0.05829745949372028
293,1.430860897627764,2.2215617794567852,1.1239388474874685,2.4284004081211514,0.9823250287763169
294,1.9517073342719358,1.85949448813999,1.4475021291195982,2.1766099191824027,0.5636759924501501
295,1.3514428397243334,1.214490813397791,1.529479898266608,2.158019430853187,0.6394641088084843
296,1.7514778929798267,1.2174495097842761,1.2270205870512725,2.221877697126298,0.3373282811298476
297,1.9588180986229455,1.2838268385096696,1.0874006571173955,2.2019757481707973,0.2934979798323483
298,2.000119456915658,2.3396249997667424,1.384149450532733,2.019614606013462,0.8155473654756057
299,2.097662374504633,1.3492388721858797,1.6506102803284786,1.6848792347728283,0.07285251726221956
300,1.8788876319925318,1.3030060636129084,0.6834512738585296,2.5009491108604958,0.5578260993912891
301,2.4437162126064353,1.452118227520708,1.4865253385028825,1.0999886766898825,0.01706276444340793
302,1.853838667275106,1.7355426119803001,1.0532466293584406,1.5009766257939852,0.2876078444620239
